Age,Annual Income,Location Code,Marital Status,Brand Loyalty,Hours Online,Years subscribed,Gender,Education Level,City,Renew
52.0,33047.09237031068,Urban,Married,-0.13465988936854792,7.570046512877834,5.0,M,College,Osaka,Yes
56.0,58280.09059708459,Rural,Married,-0.42150725975050024,6.1417217953988805,6.0,M,High School,Tokyo,No
49.0,57519.09597237415,Rural,Married,-0.21304432934966205,4.729757203811342,4.0,M,College,Kyoto,No
52.0,,Rural,Divorced,-0.13158459714190238,8.374581159175994,5.0,M,Graduate School,Tokyo,No
47.0,82987.92682985825,Urban,Divorced,0.2345940364163865,7.671928036159812,6.0,F,College,Kyoto,Yes
60.0,53534.49852484082,,Divorced,0.8388138119992242,5.780387663418549,5.0,F,College,Osaka,Yes
40.0,56747.332023328345,Urban,Single,0.6207839568287188,6.561661760078136,4.0,M,Graduate School,Tokyo,Yes
54.0,79270.8703441286,Suburban,Married,0.4693233407146994,4.914344673843194,4.0,M,Graduate School,Kyoto,No
47.0,38369.89409299767,Suburban,Married,-0.298164742658101,5.487941515142964,6.0,F,College,Osaka,No
45.0,67019.9717301677,Urban,Single,0.5739136490140346,6.876626746251714,7.0,M,Graduate School,Kyoto,Yes
50.0,44566.804380402406,Rural,Divorced,-0.17614637799077584,4.279207222135949,6.0,M,College,Tokyo,No
47.0,67305.37053336308,Suburban,Married,-0.02422063658409293,5.289846071223251,8.0,F,College,Tokyo,No
55.0,85132.44732202591,Urban,Divorced,-0.06254861100986292,7.184548502291642,8.0,M,College,Osaka,Yes
45.0,48979.07009979075,Suburban,Married,,4.629845457026613,5.0,M,College,Osaka,No
46.0,48972.559934271754,Urban,Divorced,0.0869292498891705,6.676780721953324,7.0,M,Graduate School,Tokyo,Yes
49.0,37466.503370982864,Urban,Single,0.37806035240932534,6.844182442916218,4.0,M,High School,Tokyo,Yes
57.0,46519.088939192035,Urban,Divorced,0.21226583350389638,7.903027145901705,6.0,M,College,Osaka,Yes
40.0,42710.028602885825,Rural,Single,-0.6767039713757536,4.333201314987239,4.0,F,College,Tokyo,No
53.0,49206.87506036089,Suburban,Divorced,0.008838064782883001,7.549913202529275,6.0,M,Graduate School,Tokyo,Yes
50.0,81480.81876800931,Urban,Divorced,0.20841538226648096,8.112823463968198,5.0,M,High School,Kyoto,Yes
,54080.16494114117,Urban,Single,0.7101116293032889,6.88168450216932,4.0,F,College,Osaka,Yes
50.0,62137.76368915953,Suburban,Married,-0.30010121072503626,6.502105237234012,3.0,F,College,Osaka,No
59.0,66701.50900168633,Urban,Divorced,-0.18838991192785653,6.514507051895067,6.0,F,,Kyoto,Yes
45.0,56195.500006133894,Suburban,Single,-0.13662961124095244,5.181475682580402,4.0,F,College,Kyoto,No
45.0,61922.83370424574,Urban,Married,-0.14442149574324453,5.519899161926726,6.0,M,High School,Kyoto,No
56.0,40945.35364156749,Urban,Single,-0.3993750822553852,7.180203753629514,6.0,F,High School,Osaka,Yes
49.0,74507.89956092625,Suburban,Divorced,-0.49608291048686803,8.1526476517756,6.0,M,Graduate School,Tokyo,Yes
51.0,52124.30013291564,Rural,Married,0.052472329607686184,6.410716766750123,4.0,F,College,Osaka,No
45.0,56108.53427069547,Rural,Divorced,-0.34145499795151746,6.542809383227106,5.0,F,College,Tokyo,No
52.0,55581.46912363859,Urban,Divorced,1.0167183495841412,4.40638533080675,6.0,F,Graduate School,Tokyo,No
53.0,28177.234517612014,Suburban,Single,0.17173069748089942,7.106012205429408,3.0,M,Graduate School,Osaka,Yes
43.0,53069.93162161732,Suburban,Single,-0.12842690549988936,7.864810815914231,4.0,M,,Osaka,Yes
48.0,70141.0563891848,Rural,Married,0.6570115708523414,4.885545588485089,3.0,F,College,Osaka,No
51.0,37346.55908073649,Urban,Divorced,0.012568938335429193,6.9241817376400245,5.0,M,,Tokyo,Yes
50.0,61727.47749695004,Suburban,Single,0.2055778515772088,7.356351945653759,5.0,F,College,Kyoto,Yes
54.0,76145.12731879535,Suburban,Single,-0.016967372845909073,6.425611021252984,5.0,F,High School,Kyoto,No
53.0,39485.85694011749,Suburban,Married,0.07038582959139807,5.411077762860212,8.0,M,High School,Kyoto,No
51.0,59343.076459970645,Suburban,Married,-0.08911628957248607,6.000982020722091,7.0,F,College,Osaka,No
32.0,68690.61032078335,Urban,Single,0.5084829090357537,7.464253719363407,5.0,F,High School,Tokyo,Yes
54.0,52785.44635707008,Urban,Divorced,0.061059939358519125,8.336779798359627,6.0,M,College,Tokyo,Yes
56.0,52451.29294624898,Suburban,Married,0.26577525021189574,7.429517847455169,,F,Graduate School,Tokyo,
50.0,74398.59540195209,Rural,Divorced,-0.1719689204180724,6.70136308101974,7.0,F,High School,Kyoto,No
43.0,52842.72154077222,Suburban,Divorced,0.8055112239448694,5.513747860915429,3.0,F,College,Tokyo,Yes
42.0,35057.38276790605,Urban,Married,0.21179545745494482,7.099834103382144,4.0,F,Graduate School,Kyoto,Yes
53.0,72328.43980104562,Urban,Single,0.2508343785076764,5.720081993055847,6.0,F,Graduate School,Kyoto,Yes
52.0,48172.74049709643,Suburban,Single,0.1612818818391908,7.497538887648588,3.0,M,Graduate School,Osaka,Yes
57.0,67289.79711152974,Urban,Single,-0.03665664412468764,7.219919081458326,2.0,F,Graduate School,Tokyo,Yes
39.0,55595.02704425471,Suburban,Divorced,1.0035480428059134,6.634694515601185,4.0,F,College,Osaka,Yes
59.0,68597.4239549633,Urban,Divorced,0.5262464238494736,4.528346989768189,0.0,F,College,Kyoto,Yes
55.0,35018.12448959219,Suburban,Divorced,-0.053387333494344796,5.44625767883093,5.0,M,College,Kyoto,No
50.0,48764.749772121424,Suburban,Divorced,,5.274996213774856,9.0,M,High School,Osaka,No
46.0,60817.084393908684,Rural,Married,-0.7611488727032371,7.12373958404435,4.0,F,High School,Osaka,
53.0,63556.38119561315,Rural,Married,-0.9445077728376303,7.152142473082654,6.0,M,High School,Tokyo,No
46.0,51741.01657194768,Suburban,Divorced,0.1820211206912323,1.0879742495604043,5.0,F,College,Osaka,No
54.0,50678.984608106744,Rural,Married,-0.05597910147784149,7.672414165248787,6.0,F,College,Osaka,No
59.0,57868.446405736606,Urban,Single,0.12804689651836998,7.374141438043175,5.0,F,High School,Osaka,Yes
45.0,63753.579198483465,Urban,Married,-0.012214897462860544,8.782417278468408,7.0,F,College,Kyoto,Yes
53.0,39330.74601304452,Rural,Married,-0.5260333910851149,7.11083720706396,6.0,M,Graduate School,Kyoto,No
47.0,64531.01969824449,Rural,Single,-0.802364045403379,6.134542336673725,4.0,M,College,Osaka,No
39.0,70353.84137773172,Rural,Married,-0.4804549878154055,5.340940536326451,6.0,F,Graduate School,Osaka,No
55.0,57101.32655943568,Urban,Divorced,0.16315259498132573,7.609074517446478,,F,High School,Osaka,Yes
52.0,62657.40760308147,Rural,,-0.07751803169164462,6.029282628687216,3.0,F,High School,Kyoto,No
39.0,52858.584471125214,Rural,Married,-0.8898611043045553,6.108116156924741,5.0,F,Graduate School,Tokyo,No
46.0,51392.24347247384,Rural,Divorced,0.6723667923535629,7.829759320777163,8.0,M,High School,Kyoto,Yes
60.0,54180.417654714336,Suburban,Single,,8.907627477108633,6.0,F,High School,Kyoto,Yes
,66230.90822841859,Rural,Single,-0.07641252671325449,7.033799926248059,5.0,F,Graduate School,Kyoto,No
51.0,68297.31095270824,Rural,Married,-0.2866997024364025,6.638168478093639,4.0,M,Graduate School,Osaka,No
54.0,48199.28686983844,Rural,Divorced,0.5910033453945283,4.850073702400218,4.0,F,High School,Kyoto,No
53.0,62154.1627380658,Suburban,Single,0.13226116287937173,7.615496232407192,9.0,M,High School,Kyoto,Yes
33.0,,Rural,Divorced,1.341275548198942,7.885656397161697,5.0,M,High School,Kyoto,Yes
30.0,53377.19653630116,Rural,Single,0.7440957041068194,7.8928065496021285,6.0,F,Graduate School,Osaka,Yes
52.0,48825.368265884594,Urban,Divorced,0.1322880191616888,7.630825326800599,4.0,M,Graduate School,Tokyo,Yes
55.0,63425.8506340005,Suburban,Divorced,0.2562020899428349,7.825038773078582,7.0,F,Graduate School,Tokyo,Yes
56.0,36539.26064785429,Urban,Divorced,-0.3040876057227812,6.957652158697979,6.0,F,Graduate School,Kyoto,Yes
50.0,52974.926554866135,Urban,Divorced,-0.0005980043721128814,7.53300266685624,5.0,M,College,,Yes
42.0,46488.54826224259,Urban,Divorced,0.43547717234241395,7.493676863962282,9.0,F,College,Tokyo,Yes
57.0,53844.436556380744,Urban,Single,0.4141266677300724,7.545399762295473,3.0,M,,Kyoto,Yes
38.0,51048.0628253249,Urban,Divorced,0.39389806569879265,7.194512961585843,7.0,M,Graduate School,Kyoto,Yes
41.0,61180.672269020026,Urban,Married,-1.0539715356692865,5.888196009655631,4.0,M,Graduate School,Osaka,No
38.0,59453.784879497915,Urban,Married,0.18127689816175246,8.521462645645409,4.0,F,High School,Osaka,Yes
50.0,67836.53259313194,Urban,Divorced,-0.05705975449997122,8.047119565740793,4.0,M,College,Osaka,Yes
54.0,67402.1975702392,Suburban,Divorced,0.37821277038393497,4.799009787867198,0.0,F,College,Tokyo,No
55.0,54621.1368379105,,Married,0.2822469183959181,6.189557027708173,5.0,M,Graduate School,Tokyo,Yes
41.0,61624.025786048864,Urban,Divorced,0.7371081014828935,4.8126026163222875,4.0,M,College,Osaka,Yes
50.0,40974.30922072569,Rural,Single,-0.24195915576952542,5.457824340588933,5.0,F,College,Tokyo,No
43.0,37144.50913151206,Rural,Married,-0.14443143428991462,6.611960293164708,5.0,F,High School,Kyoto,No
49.0,59482.818138728864,Rural,Married,-0.8240980360971379,7.3694167402043265,5.0,F,Graduate School,Kyoto,No
48.0,40491.5151562829,Suburban,Divorced,0.344312293213562,7.183906809139598,6.0,M,High School,Tokyo,No
53.0,65165.5426002381,Suburban,Married,0.43330747079046983,5.596552522670221,7.0,M,College,Kyoto,No
42.0,88652.29121271452,Rural,Married,0.0032208213687177287,3.1922383593353643,3.0,M,Graduate School,Tokyo,No
54.0,41200.79507488533,Urban,,0.2160018552262998,7.506549880102264,5.0,F,Graduate School,Tokyo,Yes
41.0,67483.22793002863,Urban,Married,0.21002499502727365,7.86888571539853,5.0,M,Graduate School,Osaka,Yes
55.0,89219.75219491677,Rural,Single,-0.310435200969024,9.623006663899993,7.0,M,College,Kyoto,Yes
47.0,,Suburban,Divorced,-0.17082956299301097,9.50638788070902,6.0,F,College,Kyoto,Yes
52.0,53072.959921519454,Urban,Married,0.3073423315087058,8.631049562106078,7.0,F,College,Kyoto,Yes
48.0,34614.253384244745,Suburban,Single,-0.3275446028755886,6.716926457433046,4.0,M,College,Kyoto,No
51.0,51756.00490561422,Rural,Married,0.011976103296616594,5.800143842701971,4.0,F,College,Osaka,No
57.0,75042.79379680057,Urban,Married,0.20142177567180647,6.793920803179743,6.0,M,Graduate School,Tokyo,Yes
56.0,58774.44157143905,Urban,Married,0.06007307057927697,7.835540528880728,3.0,M,High School,,Yes
51.0,55340.92107545276,Suburban,Married,1.0720113104795692,4.430806108869577,9.0,M,College,Kyoto,Yes
42.0,56631.84410043978,Suburban,Married,1.0678561415101104,5.468077921620695,5.0,M,Graduate School,Osaka,Yes
53.0,57305.27125796639,Rural,Divorced,0.7301625416371874,5.427712010991613,5.0,M,College,Tokyo,No
58.0,66860.81843789021,Suburban,,-0.09046072102998814,5.736360123071269,3.0,F,College,,No
39.0,75113.20590378041,Urban,Divorced,0.2713181795213921,7.739443160603504,9.0,F,College,Kyoto,Yes
65.0,71574.15971839719,Suburban,Divorced,-0.034140734098108236,8.331541440198821,5.0,M,Graduate School,Osaka,Yes
56.0,81680.01528042406,Rural,Married,-0.05183461905446124,7.508571175746959,5.0,F,High School,Osaka,No
53.0,87474.76200355576,Rural,Divorced,-0.14041106527931682,5.370565735480602,5.0,F,Graduate School,Kyoto,No
35.0,62478.296006145894,Urban,Single,0.6822387885361063,6.2453143191818326,4.0,M,High School,Kyoto,Yes
47.0,69156.05984860407,Urban,Married,0.1309065017576862,6.988200285603535,5.0,F,Graduate School,Tokyo,Yes
43.0,63636.32584853415,Rural,Married,-0.9042596613500886,6.63509342067519,4.0,F,,Osaka,No
48.0,52366.25739620634,Rural,,-0.14649243903556733,7.610579627582733,1.0,F,Graduate School,Tokyo,No
34.0,73648.49338085263,Rural,,0.8915049947076179,6.403181624525741,4.0,F,College,Kyoto,Yes
54.0,52675.35894219052,Suburban,Divorced,0.5094441467606754,6.402123838894239,6.0,F,Graduate School,Tokyo,Yes
42.0,70152.5846912231,Urban,Divorced,0.752049279272233,5.452267561589633,6.0,F,Graduate School,Osaka,Yes
62.0,56109.56725463856,Suburban,Single,0.3067816998744427,7.219619368294151,4.0,F,Graduate School,Tokyo,Yes
40.0,37730.65504144486,Urban,Single,0.03000372948548474,7.144388506343085,8.0,M,Graduate School,Osaka,Yes
54.0,36800.57859066717,Urban,Divorced,0.6221379481886214,7.32843874591698,4.0,F,High School,Tokyo,No
51.0,,Suburban,Divorced,-0.6827040038621612,9.034429596926186,5.0,M,High School,Tokyo,Yes
47.0,65399.043350017666,Rural,Single,-0.3700437664475997,6.1059254769514215,5.0,F,College,Kyoto,No
67.0,45524.2154948745,Urban,Divorced,-0.318390556257119,6.150757582286093,6.0,M,High School,Osaka,Yes
50.0,67286.77097266704,Rural,Single,-0.052467532009465134,5.196944488094578,4.0,F,Graduate School,Osaka,No
51.0,63685.97003698805,Suburban,Divorced,0.4641347417051863,6.342455630939268,4.0,F,Graduate School,Kyoto,Yes
55.0,51187.57585833009,Suburban,Single,0.6101490489901904,5.279288183517625,7.0,F,High School,Kyoto,Yes
54.0,36880.34009377679,Rural,Married,-0.24067789539060164,7.887120845852628,6.0,F,College,Kyoto,No
43.0,57850.479182115865,,Married,-0.016829822327451074,3.056111784342447,10.0,F,High School,Tokyo,No
61.0,55956.54440015074,Suburban,Married,-0.552723383597737,8.050300545005141,3.0,F,High School,Kyoto,Yes
44.0,72960.82772410262,Rural,Married,-0.32831887674258714,6.773540305097468,5.0,M,Graduate School,Kyoto,No
50.0,54442.646882107016,Rural,Married,-0.15318338292064593,5.622556656025,5.0,M,Graduate School,Osaka,No
54.0,58602.81325985775,Rural,Divorced,-0.344426085252706,7.760334479930344,4.0,F,Graduate School,Osaka,Yes
49.0,79579.5370489039,Suburban,Single,-0.26828165355335765,6.424953683768428,5.0,F,High School,Tokyo,No
48.0,49122.02015610827,Suburban,Married,-0.33823627801804085,5.5275216474715885,5.0,M,College,Osaka,No
42.0,60425.48438620366,Rural,Married,-0.22057503500871023,4.464365415770541,6.0,F,Graduate School,Tokyo,No
49.0,48264.43368567976,Rural,Single,-0.5238973542632647,7.220353291941825,6.0,F,Graduate School,Tokyo,No
31.0,39940.144535055566,,Divorced,1.0437169752896887,7.110868009906341,7.0,M,Graduate School,Kyoto,Yes
45.0,48375.8112253767,Suburban,Divorced,-0.2594086993756945,8.385456435439936,4.0,F,High School,Osaka,Yes
42.0,70660.49729698276,Suburban,Married,-1.1742516912476202,5.067130137320765,5.0,F,High School,Tokyo,No
,49655.318169372025,Urban,Divorced,-0.16526726502050537,9.012842244641424,6.0,M,,Kyoto,Yes
55.0,58263.131635937534,Suburban,Divorced,-0.10342746516299586,7.896231437403729,6.0,F,Graduate School,Osaka,Yes
42.0,41932.22368288752,Urban,Divorced,0.008473715182813715,7.229310575468897,4.0,F,High School,Osaka,Yes
54.0,55811.39269421206,Rural,Married,0.4375024434698658,6.141037308920785,5.0,M,College,Osaka,Yes
46.0,68070.93186508231,Suburban,Married,-0.5678234824229739,5.614237753310331,6.0,F,Graduate School,Kyoto,No
45.0,51505.5943466278,Urban,Divorced,-0.10445381604120499,2.307694191020155,5.0,F,High School,Osaka,No
52.0,89813.81922955591,Rural,Married,-0.07071003454298713,6.280919411461417,4.0,M,College,Tokyo,No
57.0,34986.725796661936,Urban,Married,-0.06348384999052192,7.08507772474199,6.0,F,High School,Kyoto,Yes
49.0,39332.56495409565,Suburban,Married,-0.13096833075314507,3.562870515753341,4.0,F,High School,Tokyo,No
44.0,54986.86371374423,Urban,Single,0.8819553975043212,5.564862444099709,5.0,F,High School,Tokyo,Yes
61.0,73023.30131063462,Rural,Single,0.43826159692781774,6.511469990349865,3.0,F,College,Kyoto,No
52.0,58882.39082172942,Urban,Divorced,-0.5250974081347599,6.279606226552356,3.0,F,Graduate School,Tokyo,No
44.0,56528.303187705336,Urban,Divorced,1.2792908833194925,4.638168250529844,5.0,M,Graduate School,Osaka,Yes
40.0,55566.87976166183,Urban,Divorced,0.5080579965440665,7.344914869898227,5.0,M,Graduate School,Kyoto,Yes
57.0,83171.08341216209,Suburban,Married,0.20207933984880902,6.5792654783482645,6.0,M,Graduate School,Osaka,No
52.0,51293.885456771575,Rural,Single,0.205789705744401,5.515165765244743,3.0,F,College,Tokyo,No
55.0,47119.241076957536,Suburban,Married,0.20221495754499094,6.872699976986666,5.0,F,Graduate School,Kyoto,No
43.0,44447.84355810826,Urban,,0.6059030119166151,6.410815381542459,6.0,F,College,Tokyo,Yes
55.0,66260.72850245445,Suburban,Divorced,-0.640865924509081,8.202639232184369,6.0,M,High School,Kyoto,Yes
46.0,52810.38852309766,Rural,Divorced,0.32795530061738765,6.60568321353705,6.0,F,College,Kyoto,Yes
40.0,46322.92420587216,Rural,Divorced,-0.6347928287558069,4.137087285770917,5.0,M,College,Tokyo,No
55.0,56642.18630586928,Rural,Single,0.7322862890667444,5.947120593581684,6.0,M,High School,Tokyo,No
54.0,31804.821108356322,Suburban,Divorced,0.12296415817981139,5.432470903526094,9.0,M,College,Tokyo,No
52.0,42582.46709996701,,Married,0.21883258769657113,6.318600708403204,7.0,M,High School,Kyoto,No
49.0,,Urban,Divorced,-0.04441608476402013,8.60524316159252,6.0,M,High School,Kyoto,Yes
47.0,57642.97138133498,Rural,Single,-0.4606963988644398,3.8454965441748445,3.0,F,Graduate School,Kyoto,No
38.0,40312.861079788134,Suburban,Single,0.2975129676021684,7.235695228199065,5.0,M,High School,Tokyo,Yes
58.0,57099.45390319157,Rural,Married,0.519632992327987,8.332876985135899,6.0,F,College,Tokyo,No
57.0,56842.02550690495,Urban,Single,0.5452216780686495,5.497172018392701,6.0,M,College,Osaka,Yes
34.0,56198.478764663094,Urban,Divorced,0.851613177759168,5.875213191178374,3.0,M,Graduate School,Osaka,Yes
43.0,54868.71124668456,Suburban,Single,0.35615918736988345,7.49588229080538,9.0,F,Graduate School,Osaka,Yes
51.0,67109.1743540992,Urban,Married,-0.1420449165975391,7.583623045533189,4.0,M,College,Kyoto,Yes
29.0,42428.21364060266,Suburban,Married,0.7647905971409599,7.656649444286269,3.0,F,Graduate School,Kyoto,Yes
41.0,39743.200907847815,Rural,Married,0.7175630824976297,6.98440717124442,6.0,M,College,Osaka,Yes
36.0,54537.760809185966,Suburban,Single,0.40892553606443033,7.652674104132426,7.0,F,College,Tokyo,Yes
54.0,57086.64353643618,Rural,Married,-0.022690371253481445,6.146736865865846,5.0,M,College,Osaka,No
57.0,,Rural,Divorced,0.46623891604776935,6.849659350125274,5.0,M,College,Tokyo,No
45.0,66640.96738126304,Rural,,-0.7863217044657506,8.266018511136819,5.0,F,College,Osaka,No
57.0,52410.06153441433,Suburban,Married,-0.2733220718194397,6.933382468959312,4.0,M,,Tokyo,No
53.0,29603.326758531253,Urban,Divorced,0.26505785776734414,5.245227546930259,5.0,F,Graduate School,Kyoto,No
57.0,48963.59084619727,Urban,Single,-0.35940276602747034,7.219840484923878,7.0,F,High School,Tokyo,Yes
44.0,65887.66292442876,Suburban,Married,-0.11100316131023791,5.4689241788506875,4.0,M,High School,Osaka,No
56.0,55990.34571119193,Urban,Divorced,0.59177220605183,5.8597919548378306,5.0,M,College,Kyoto,Yes
55.0,53744.62349556837,Rural,Married,0.029710084155153863,7.686946096573857,7.0,M,College,Tokyo,No
55.0,59454.05757773353,Urban,Married,0.10265963980371653,6.570013275084482,3.0,M,Graduate School,Osaka,No
40.0,58779.15656138001,Urban,Married,0.7926242333592688,6.997333077055942,3.0,F,High School,,Yes
52.0,55434.982085127136,Rural,Married,-0.39163398112599873,7.16305405455033,5.0,F,High School,Tokyo,No
52.0,42514.99381470741,Suburban,Divorced,-0.24241978456210195,7.019084246283627,3.0,F,Graduate School,Kyoto,Yes
42.0,41884.21171518457,Urban,Divorced,0.4285974901078316,6.675720188574421,,F,College,Kyoto,Yes
53.0,60320.75322657084,Rural,Married,0.4493575148659287,8.058453726864082,8.0,F,High School,Osaka,No
47.0,48716.277353243066,Rural,Single,-0.29252396724100177,7.461519032976,6.0,M,High School,Tokyo,Yes
51.0,29040.201808755726,Rural,Single,-0.05302517014541076,8.415229404147626,8.0,M,Graduate School,Tokyo,Yes
42.0,61182.72915714027,Rural,Married,-0.5184489931943745,4.7335327693651275,4.0,M,High School,Kyoto,No
24.0,57721.85416995155,Suburban,Single,1.383641002495988,7.339843858009121,6.0,M,High School,Osaka,Yes
52.0,60444.4877763636,Suburban,Married,0.4975245087839763,4.00094276579095,5.0,F,Graduate School,Tokyo,No
58.0,58193.72081532514,Rural,Divorced,0.16836239136478276,7.7501781166711154,2.0,F,Graduate School,Kyoto,No
50.0,67064.43159458443,,Single,0.16703828258812037,6.041134031722333,4.0,F,College,Kyoto,No
50.0,65578.1815874062,Suburban,Single,-0.0004728767643552359,4.825884535530273,7.0,M,College,Osaka,
52.0,49061.61296041345,Rural,Divorced,-0.048096477601281065,5.770534093203843,4.0,F,College,Tokyo,No
42.0,69826.75007511559,Suburban,Married,-0.5731569448536586,5.079024951088049,7.0,F,High School,Kyoto,No
51.0,40358.6616399707,Urban,Divorced,-0.09859976987866101,7.02029876373963,4.0,F,High School,Kyoto,Yes
59.0,58906.21320142779,Urban,Married,0.21033392505894852,7.887537452999637,9.0,F,College,Osaka,Yes
49.0,64356.87949568289,Rural,Married,-0.03828470095461475,5.473423170202512,7.0,F,High School,Kyoto,No
55.0,,Suburban,Married,0.07636455519527532,7.662532170038503,4.0,M,High School,Osaka,No
37.0,56526.23726537494,Urban,Divorced,0.5746643035681916,6.363060559932179,6.0,M,High School,Osaka,Yes
34.0,33988.03275295603,Rural,Divorced,-0.16545057274754305,1.0,3.0,M,Graduate School,Tokyo,No
48.0,30522.020630855957,Rural,Married,0.5733470511293323,4.017318553901179,8.0,F,High School,Tokyo,No
53.0,65759.18094269432,,Divorced,0.22295979332345525,6.2470219105191225,5.0,M,Graduate School,Osaka,Yes
43.0,59627.775873392864,Suburban,Divorced,0.2724130955693718,6.507666784359952,4.0,M,High School,Tokyo,Yes
53.0,46079.604916486955,Urban,Divorced,-0.029067792495796038,6.282529818580528,6.0,F,College,Osaka,Yes
61.0,57597.2496697156,Urban,Married,1.0262631631509342,5.733718065954765,4.0,M,College,Tokyo,Yes
42.0,57615.43711939842,Suburban,Single,0.7451544952304566,6.452465497319084,7.0,M,Graduate School,Osaka,Yes
33.0,60652.48058176584,Urban,Divorced,0.576292838470829,5.943794623394836,7.0,F,College,Osaka,Yes
45.0,32324.4912819849,Suburban,Single,0.27005210924978007,7.633479450816455,6.0,F,Graduate School,Kyoto,Yes
53.0,62171.58458603855,Suburban,Single,0.6392329316685714,5.663132846338366,7.0,M,College,Kyoto,Yes
46.0,55594.988772508244,Urban,Divorced,0.27760009330744906,6.981929544375632,5.0,F,Graduate School,Kyoto,
47.0,53886.590228158166,Urban,Divorced,-0.11050509280255352,8.858409174167264,7.0,M,High School,Kyoto,Yes
49.0,48036.556865784994,Urban,Single,0.5482966244716467,6.721607686619816,3.0,F,Graduate School,Osaka,Yes
38.0,54928.87243019566,Urban,Divorced,0.7264039905519376,7.029414776049953,8.0,M,College,Kyoto,Yes
34.0,48129.30949444674,Rural,Married,0.5051544815029732,7.500952240246136,7.0,M,Graduate School,Kyoto,Yes
53.0,80439.00896560519,Rural,Divorced,0.07236147923283008,6.789901453845889,2.0,M,College,Tokyo,No
45.0,35395.39456319617,Urban,Single,-0.34005931161599817,8.746618579129237,5.0,F,High School,Tokyo,No
43.0,81353.01664458352,Urban,Married,0.08903913277113257,6.558753598404895,6.0,M,College,Osaka,Yes
63.0,46807.30013728303,Urban,Divorced,0.047161133639484557,7.1139582333165166,7.0,F,College,Kyoto,Yes
53.0,47493.82570019177,Urban,Married,0.1777938583987152,6.024449374411137,6.0,,High School,Tokyo,No
54.0,63061.841629209914,Rural,Single,0.2665345787878187,6.631991639964441,6.0,F,Graduate School,Tokyo,Yes
35.0,73665.31724321883,Urban,Married,0.7666378149937668,6.440106895047575,6.0,F,College,Kyoto,Yes
55.0,31158.173961610824,Rural,Divorced,,5.239464705603318,8.0,F,College,Tokyo,No
40.0,65166.48183631161,Suburban,Married,-0.8106004797820017,5.501610634810189,4.0,F,Graduate School,Osaka,No
49.0,52412.145601139484,Rural,Divorced,-0.3277370952774545,5.612985950607108,7.0,M,College,Kyoto,No
55.0,30833.44664506628,Urban,Divorced,0.029736691765817155,,4.0,M,College,Osaka,Yes
42.0,54478.694246816696,,Divorced,0.5044602024070051,6.014403670072777,6.0,M,Graduate School,Kyoto,Yes
54.0,55992.93465327956,Urban,Divorced,0.33467675109416983,6.760379989906095,3.0,F,College,Tokyo,Yes
51.0,66439.49893564286,Suburban,Single,0.35364447643308744,6.555369417803615,6.0,F,College,Osaka,Yes
42.0,56548.07280517292,Urban,Single,0.19316622723413654,6.939953009324155,5.0,M,Graduate School,Osaka,Yes
56.0,74455.00427605299,Urban,Married,-0.08471334738350447,6.813215654647917,3.0,F,High School,Kyoto,No
36.0,60746.5549189219,Suburban,Divorced,0.28187875854450506,8.33961206854479,4.0,F,Graduate School,Osaka,Yes
31.0,68474.00001203633,Urban,Single,1.1157477549533672,5.444690481322536,7.0,M,High School,Kyoto,Yes
36.0,53872.499909728314,Urban,Divorced,0.7942936208241002,7.064953856229597,7.0,F,High School,Osaka,Yes
49.0,65890.33953459865,,Divorced,-0.3735149094855592,6.168386879375229,4.0,M,College,Tokyo,No
,45076.12036091164,Suburban,Single,0.3934959160364818,6.680062838281549,5.0,F,High School,Osaka,Yes
50.0,46561.85374266029,Rural,Divorced,-0.7225269690932171,4.49058576427077,4.0,M,High School,Tokyo,No
44.0,27363.9957212298,Rural,Divorced,-0.7114118534287818,5.633836989860327,4.0,F,High School,Kyoto,No
53.0,71465.65805568537,Suburban,Single,0.010538529490541751,7.904299259648009,3.0,M,Graduate School,Kyoto,Yes
48.0,33198.53011360728,Suburban,Married,-0.557637473112243,4.6582042937425125,5.0,F,College,Osaka,No
38.0,53763.97543024405,Urban,Divorced,-0.16224884173705179,8.507573878331787,5.0,F,,Kyoto,Yes
64.0,54065.44037701708,Urban,Divorced,0.6538784503454043,5.0014819909895,4.0,M,Graduate School,Osaka,Yes
57.0,51844.023534902735,Urban,Divorced,-0.03757637048115678,8.168571667880506,7.0,F,College,Kyoto,Yes
41.0,,Urban,Single,0.6219645135731838,7.073478260227908,1.0,M,High School,Tokyo,Yes
53.0,48900.691069820874,Suburban,Divorced,0.9233349843915294,4.751871483283571,7.0,F,Graduate School,Kyoto,No
51.0,,Suburban,Divorced,-0.4326954352845715,7.0520279623104445,5.0,F,College,Kyoto,No
48.0,86378.40535863345,Rural,Married,,2.8456946118654094,2.0,M,Graduate School,Tokyo,No
51.0,35887.3085089496,Suburban,Married,-0.3145979471751981,4.908376221736147,7.0,M,College,Tokyo,No
63.0,55317.01867807403,Suburban,Married,-0.002791188631494315,7.720627208524026,2.0,M,Graduate School,Osaka,Yes
37.0,54057.786994447066,Urban,,0.8593703436656058,7.1007053539172285,5.0,F,High School,Osaka,Yes
37.0,42770.78401961901,Rural,Single,0.49692923299492897,7.631612470098967,2.0,F,Graduate School,Osaka,
52.0,54420.3602219071,Rural,Married,-0.4429489481848766,6.123653916621366,7.0,M,Graduate School,Tokyo,No
